index_date,pig_iron_(thousand_tons)
2015-07-01,34.26499999999987
2015-08-01,-12.141999999999825
2015-09-01,-153.92200000000003
2015-10-01,233.029
2015-11-01,-274.81500000000005
2015-12-01,122.30999999999995
2016-01-01,-169.24299999999994
2016-02-01,-186.7639999999999
2016-03-01,161.18200000000002
2016-04-01,-243.25900000000001
2016-05-01,260.51099999999997
2016-06-01,34.621999999999844
2016-07-01,212.25400000000036
2016-08-01,29.71499999999969
2016-09-01,-94.76499999999987
2016-10-01,185.70899999999983
2016-11-01,-161.5659999999998
2016-12-01,-106.65000000000009
2017-01-01,79.04700000000003
2017-02-01,-219.90599999999995
2017-03-01,301.71900000000005
2017-04-01,34.021999999999935
2017-05-01,88.7829999999999
2017-06-01,-212.6909999999998
2017-07-01,51.846000000000004
2017-08-01,124.12699999999995
2017-09-01,-19.615999999999985
2017-10-01,52.38299999999981
2017-11-01,-23.554999999999836
2017-12-01,-37.92100000000028
2018-01-01,-64.42599999999993
2018-02-01,-197.3069999999998
2018-03-01,271.19000000000005
2018-04-01,-85.54199999999992
2018-05-01,-117.26900000000023
2018-06-01,135.53200000000015
2018-07-01,106.44200000000001
2018-08-01,-132.096
2018-09-01,183.66100000000006
2018-10-01,24.254999999999654
2018-11-01,-211.97899999999981
2018-12-01,93.67299999999977
2019-01-01,12.415000000000418
2019-02-01,-250.57400000000007
2019-03-01,155.4449999999997
2019-04-01,26.664000000000215
2019-05-01,-87.24499999999989
2019-06-01,-18.33600000000024
2019-07-01,-397.58299999999986
2019-08-01,46.83600000000001
2019-09-01,-20.080000000000155
2019-10-01,287.16099999999983
2019-11-01,-14.116999999999734
2019-12-01,53.65299999999979
2020-01-01,-62.277000000000044
2020-02-01,7.569000000000415
2020-03-01,-79.23700000000008
2020-04-01,-348.3860000000002
2020-05-01,-32.65300000000002
2020-06-01,-39.88099999999986
2020-07-01,336.942
2020-08-01,125.38799999999992
2020-09-01,-125.38699999999994
2020-10-01,157.37099999999987
2020-11-01,171.70299999999997
2020-12-01,2.861000000000331
2021-01-01,84.05999999999995
2021-02-01,-178.93499999999995
2021-03-01,-77.61900000000014
2021-04-01,147.67999999999984
2021-05-01,97.45000000000027
2021-06-01,-33.103000000000065
2021-07-01,83.90599999999995
2021-08-01,71.61400000000003
2021-09-01,-52.557000000000244
2021-10-01,-240.13999999999987
2021-11-01,127.68600000000015
